A,code,name,price,RF,涨跌额,volumn,成交额,振幅,最高,最低,今开,昨收,量比,,turnover,PE,市净率,B,C,D,E,F,G,H,I
2,300026,红日药业,3.59,0.01,0.28,96000,34654926,1.68,3.64,3.58,3.59,3.58,-0.28,1.28,0.40,15.64,1.63,10809686448,8594280926,-2.71%,-17.09%,-0.28,2009-10-30,2018-09-07 15:00:00,96000
1,600665,天地源,3.62,0.01,0.28,15598,5636607,1.39,3.63,3.58,3.61,3.61,0.00,0.33,0.18,6.97,0.98,3128123427,3128123452,-5.73%,-17.16%,0.28,1993-07-09,2018-09-07 15:00:00,15598
2,000690,宝新能源,7.17,0.02,0.28,39914,28626019,1.54,7.23,7.12,7.14,7.15,0.14,0.45,0.20,15.99,1.76,15601116137,14621024004,-6.4%,-13.51%,0.14,1997-01-28,2018-09-07 15:00:00,39914
1,601881,中国银河,7.18,0.02,0.28,81253,58491400,2.23,7.29,7.13,7.14,7.16,0.00,0.92,0.66,27.76,1.15,72785516135,8820851508,-19.42%,-32.26%,0.14,2017-01-23,2018-09-07 15:00:00,81253
2,300428,四通新材,10.56,0.03,0.28,11462,12082511,2.47,10.67,10.41,10.55,10.53,0.48,0.79,0.83,40.88,4.59,3071692922,1457799610,-22.41%,-46.15%,0.28,2015-03-19,2018-09-07 15:00:00,11462
1,600655,豫园股份,7.13,0.02,0.28,28321,20208112,1.69,7.19,7.07,7.12,7.11,-0.14,0.75,0.20,37.10,0.79,27639330394,10248105910,-27.1%,-35.06%,0.42,1992-09-02,2018-09-07 15:00:00,28321
2,002140,东华科技,7.16,0.02,0.28,14812,10622791,3.78,7.35,7.08,7.11,7.14,0.56,1.01,0.34,21.64,1.58,3193607195,3147351033,-12.47%,-35.55%,0.00,2007-07-12,2018-09-07 15:00:00,14812
1,603585,苏利股份,21.63,0.06,0.28,2993,6471894,1.76,21.78,21.40,21.58,21.57,0.28,0.45,0.55,12.76,2.44,3893399849,1168019955,-9.65%,-32.45%,-0.23,2016-12-14,2018-09-07 15:00:00,2993
2,000720,*ST新能,3.60,0.01,0.28,28878,10408555,1.95,3.64,3.57,3.60,3.59,0.00,0.77,0.33,4.13,2.77,4642743340,3108455918,-8.63%,-19.46%,0.00,1997-05-09,2018-09-07 15:00:00,28878
1,600815,厦工股份,3.66,0.01,0.27,8948,3271612,1.37,3.68,3.63,3.65,3.65,0.27,0.63,0.09,-,7.11,3509830242,3509830224,-21.96%,-17.94%,0.27,1994-01-28,2018-09-07 15:00:00,8948
2,300652,雷迪克,18.74,0.05,0.27,3139,5886222,2.46,18.96,18.50,18.62,18.69,0.27,0.76,1.06,20.70,2.40,1649119980,553246359,-18.84%,-32.57%,0.21,2017-05-16,2018-09-07 15:00:00,3139
1,600237,铜峰电子,3.71,0.01,0.27,31384,11638917,2.70,3.76,3.66,3.69,3.70,0.27,1.08,0.56,198.44,1.69,2093811108,2093811119,-6.78%,-31.3%,0.27,2000-06-09,2018-09-07 15:00:00,31384
1,603937,丽岛新材,14.59,0.04,0.27,20602,30149297,2.41,14.79,14.44,14.52,14.55,0.00,0.88,3.95,30.04,2.43,3047559232,761889808,-27.09%,-45.4%,0.07,2017-11-02,2018-09-07 15:00:00,20602
1,603178,圣龙股份,11.04,0.03,0.27,3124,3450217,1.27,11.11,10.97,11.03,11.01,0.00,0.64,0.62,34.56,2.71,2244961912,551999998,-18.28%,-25.96%,0.00,2017-03-28,2018-09-07 15:00:00,3124
1,601818,光大银行,3.73,0.01,0.27,476823,178364032,1.88,3.77,3.70,3.73,3.72,0.27,0.73,0.12,5.42,0.75,195784903878,148493220546,-4.11%,-8.58%,0.27,2010-08-18,2018-09-07 15:00:00,476823
1,600875,东方电气,7.40,0.02,0.27,94983,70402978,1.90,7.47,7.33,7.35,7.38,0.00,0.97,0.48,22.24,0.84,22871945684,14777062914,-10.63%,-34.69%,0.00,1995-10-10,2018-09-07 15:00:00,94983
1,600599,熊猫金控,11.06,0.03,0.27,5452,6047105,2.81,11.18,10.87,10.96,11.03,-0.54,0.72,0.33,303.09,2.57,1835960070,1835960070,-34.67%,-47.58%,-0.09,2001-08-28,2018-09-07 15:00:00,5452
2,300054,鼎龙股份,7.49,0.02,0.27,58376,43532247,3.75,7.58,7.30,7.48,7.47,0.54,1.46,0.87,27.38,1.96,7198009635,5001427094,-20.32%,-35.87%,0.13,2010-02-11,2018-09-07 15:00:00,58376
2,300547,川环科技,18.67,0.05,0.27,4861,9111773,1.99,18.89,18.52,18.62,18.62,0.16,0.85,0.79,19.44,3.25,2305528998,1150729077,-11.05%,-61.72%,0.11,2016-09-30,2018-09-07 15:00:00,4861
1,600917,重庆燃气,7.48,0.02,0.27,75651,56101156,4.29,7.59,7.27,7.46,7.46,0.54,1.95,0.49,30.48,3.08,11638880030,11638880030,-0.13%,-34.44%,0.13,2014-09-30,2018-09-07 15:00:00,75651
1,600664,哈药股份,3.74,0.01,0.27,56083,21010735,1.07,3.77,3.73,3.74,3.73,0.00,0.73,0.22,13.11,1.55,9518125277,9322803761,-17.26%,-29.57%,-0.27,1993-06-29,2018-09-07 15:00:00,56083
2,002393,力生制药,22.67,0.06,0.27,3474,7875005,1.37,22.84,22.53,22.57,22.61,0.44,0.75,0.19,30.06,1.34,4136254683,4136254683,-14.23%,-28.15%,0.09,2010-04-23,2018-09-07 15:00:00,3474
1,600995,文山电力,7.32,0.02,0.27,16899,12387776,2.05,7.40,7.25,7.31,7.30,0.14,0.72,0.35,6.19,1.81,3502813330,3502813330,-8.04%,-22.21%,0.00,2004-06-15,2018-09-07 15:00:00,16899
2,002568,百润股份,11.08,0.03,0.27,13240,14688289,2.44,11.23,10.96,11.03,11.05,0.18,1.07,0.29,37.42,3.14,5891708521,5088981208,-23.06%,-18.59%,0.00,2011-03-25,2018-09-07 15:00:00,13240
1,603985,恒润股份,18.35,0.05,0.27,2365,4358489,2.13,18.66,18.27,18.41,18.30,0.16,0.77,0.36,16.54,1.84,1908400040,1221376025,-12.7%,-50.75%,0.16,2017-05-05,2018-09-07 15:00:00,2365
2,300522,世名科技,18.24,0.05,0.27,8745,16057034,2.86,18.60,18.08,18.48,18.19,0.11,0.77,1.72,30.03,3.67,2206875812,928807692,-30.65%,-12.69%,0.11,2016-07-05,2018-09-07 15:00:00,8745
2,002089,新海宜,3.68,0.01,0.27,47765,17552986,2.18,3.72,3.64,3.64,3.67,-0.27,0.92,0.49,190.03,2.88,5058784279,3600895963,-41.68%,-34.52%,0.00,2006-11-30,2018-09-07 15:00:00,47765
2,300117,嘉寓股份,3.93,0.01,0.26,18125,7132597,2.04,3.97,3.89,3.92,3.92,0.00,0.74,0.25,25.14,1.85,2816866848,2807140129,-3.68%,-40.09%,0.00,2010-09-02,2018-09-07 15:00:00,18125
1,600246,万通地产,3.89,0.01,0.26,8515,3331964,1.80,3.95,3.88,3.88,3.88,0.26,0.45,0.07,12.49,1.12,7990096400,4733352128,-1.52%,-3.71%,0.26,2000-09-22,2018-09-07 15:00:00,8515
2,300304,云意电气,3.79,0.01,0.26,61361,23455444,2.65,3.87,3.77,3.82,3.78,-0.26,0.54,0.73,25.34,1.87,3305983683,3200038865,-15.78%,-48.44%,0.00,2012-03-21,2018-09-07 15:00:00,61361
1,600611,大众交通,3.84,0.01,0.26,33803,13004870,1.83,3.89,3.82,3.85,3.83,0.52,0.81,0.22,16.25,1.04,9078231595,6003134719,-12.73%,-23.96%,0.26,1992-08-07,2018-09-07 15:00:00,33803
1,600488,天药股份,3.91,0.01,0.26,5813,2280237,1.03,3.95,3.91,3.92,3.90,-0.26,0.52,0.06,27.96,1.54,4269277013,3787683021,-6.68%,-19.05%,-0.26,2001-06-18,2018-09-07 15:00:00,5813
2,300025,华星创业,3.84,0.01,0.26,38261,14748884,2.87,3.91,3.80,3.82,3.83,0.00,0.77,0.98,-,2.31,1645557321,1495103045,-12.73%,-37.36%,-0.26,2009-10-30,2018-09-07 15:00:00,38261
1,600979,广安爱众,3.84,0.01,0.26,12168,4677807,1.83,3.89,3.82,3.82,3.83,0.26,1.06,0.17,14.92,1.03,3639905759,2756705771,-16.88%,-28.89%,0.26,2004-09-06,2018-09-07 15:00:00,12168
1,600836,界龙实业,3.82,0.01,0.26,13388,5113374,1.57,3.85,3.79,3.79,3.81,0.00,0.99,0.20,123.16,2.84,2531716691,2531716691,-8.61%,-25.54%,0.00,1994-02-24,2018-09-07 15:00:00,13388
1,600206,有研新材,7.70,0.02,0.26,69171,53402271,2.99,7.82,7.59,7.66,7.68,-0.13,0.83,0.82,88.58,2.25,6522502995,6458593027,-18.09%,-36.36%,-0.13,1999-03-19,2018-09-07 15:00:00,69171
1,600079,人福医药,11.75,0.03,0.26,28060,33002152,1.28,11.85,11.70,11.70,11.72,-0.09,0.84,0.22,15.85,1.38,15906025548,15111076408,-10.24%,-35.51%,0.09,1997-06-06,2018-09-07 15:00:00,28060
1,600008,首创股份,3.89,0.01,0.26,54925,21370039,1.03,3.91,3.87,3.90,3.88,0.00,0.75,0.11,44.73,2.25,18752189448,18752189526,-10.57%,-25.19%,0.26,2000-04-27,2018-09-07 15:00:00,54925
1,603269,海鸥股份,15.31,0.04,0.26,4093,6294498,2.55,15.54,15.15,15.35,15.27,-0.13,0.99,1.10,62.73,2.23,1400405738,568675421,-25.06%,-38.71%,0.13,2017-05-17,2018-09-07 15:00:00,4093
2,000429,粤高速A,7.79,0.02,0.26,25950,20089880,2.06,7.85,7.69,7.74,7.77,0.39,1.31,0.55,10.45,1.88,16287379642,3652380619,0.65%,-4.42%,0.52,1998-02-20,2018-09-07 15:00:00,25950
2,300538,同益股份,19.13,0.05,0.26,4529,8694756,5.56,19.98,18.92,18.96,19.08,0.26,0.91,1.89,50.92,3.94,1612510289,459053905,-31.38%,-47.53%,0.21,2016-08-26,2018-09-07 15:00:00,4529
1,603818,曲美家居,7.60,0.02,0.26,24261,18455311,2.11,7.68,7.52,7.57,7.58,0.40,0.51,0.50,26.50,2.31,3735247953,3679311954,-43.03%,-47.55%,0.26,2015-04-22,2018-09-07 15:00:00,24261
1,600085,同仁堂,30.40,0.08,0.26,42054,128191167,1.85,30.77,30.21,30.33,30.32,0.00,0.92,0.31,32.60,4.98,41692695442,41692695259,-17.14%,-6.38%,0.00,1997-06-25,2018-09-07 15:00:00,42054
2,000524,岭南控股,7.75,0.02,0.26,6559,5091493,1.81,7.83,7.69,7.73,7.73,-0.13,0.42,0.24,25.92,2.29,5194116627,2110866880,-18.51%,-32.67%,-,1993-11-18,2018-09-07 15:00:00,6559
1,600006,东风汽车,3.86,0.01,0.26,28931,11199885,1.56,3.90,3.84,3.84,3.85,0.00,0.63,0.14,13.25,1.11,7719999790,7719999790,-11.67%,-34.69%,0.00,1999-07-27,2018-09-07 15:00:00,28931
2,002023,海特高新,12.04,0.03,0.25,333183,398706416,6.24,12.30,11.55,12.00,12.01,0.17,1.30,5.05,142.71,2.63,9111763647,7937737339,0.17%,15.88%,0.00,2004-07-21,2018-09-07 15:00:00,333183
1,601997,贵阳银行,11.80,0.03,0.25,66534,78707463,1.44,11.92,11.75,11.77,11.77,0.08,0.66,0.54,5.95,1.02,27123384858,14619788275,-9.51%,-13.49%,0.00,2016-08-16,2018-09-07 15:00:00,66534
1,600365,通葡股份,4.09,0.01,0.25,95594,39331785,2.94,4.18,4.06,4.08,4.08,-0.24,1.63,2.39,134.66,2.35,1636000061,1636000061,-41.4%,-48.03%,0.00,2001-01-15,2018-09-07 15:00:00,95594
2,002347,泰尔股份,3.94,0.01,0.25,13736,5409229,1.78,3.96,3.89,3.91,3.93,0.00,0.85,0.43,68.57,1.55,1770441240,1257277217,-4.37%,-38.44%,0.00,2010-01-28,2018-09-07 15:00:00,13736
2,000518,四环生物,4.04,0.01,0.25,17987,7264628,2.23,4.09,4.00,4.08,4.03,-0.25,0.94,0.17,2021.60,6.61,4159407098,4159324173,-15.48%,-41.53%,-0.25,1993-09-08,2018-09-07 15:00:00,17987
1,600400,红豆股份,4.00,0.01,0.25,14090,5642762,2.01,4.05,3.97,3.99,3.99,-0.25,0.31,0.06,47.27,2.37,10133027648,9985428608,12.04%,-44.29%,-0.25,2001-01-08,2018-09-07 15:00:00,14090
2,300718,长盛轴承,15.76,0.04,0.25,19691,31239361,2.80,16.10,15.66,15.66,15.72,-0.19,0.85,3.98,22.52,2.98,3120480045,780120011,-21.51%,-60.88%,0.06,2017-11-06,2018-09-07 15:00:00,19691
1,601199,江南水务,4.09,0.01,0.25,10235,4196655,0.98,4.12,4.08,4.09,4.08,0.00,0.54,0.11,20.80,1.46,3824995292,3824995300,-11.85%,-28.12%,0.00,2011-03-17,2018-09-07 15:00:00,10235
2,000758,中色股份,4.03,0.01,0.25,54224,21855092,1.49,4.06,4.00,4.02,4.02,0.25,0.69,0.28,34.39,1.49,7936595462,7935839595,-17.42%,-37.62%,0.00,1997-04-16,2018-09-07 15:00:00,54224
1,600604,市北高新,4.01,0.01,0.25,70384,28348265,2.50,4.08,3.98,4.01,4.00,0.00,0.55,0.53,75.08,1.27,7511952693,5350080968,-22.14%,-45.14%,0.00,1992-03-27,2018-09-07 15:00:00,70384
1,600538,国发股份,3.95,0.01,0.25,25692,10133100,2.54,3.99,3.89,3.94,3.94,0.25,0.76,0.55,-,2.81,1834384703,1834384699,-33.05%,-30.21%,-,2003-01-14,2018-09-07 15:00:00,25692
2,002577,雷柏科技,12.18,0.03,0.25,15708,19209511,2.96,12.42,12.06,12.17,12.15,0.33,0.98,0.56,97.25,2.88,3445478486,3426154185,-21.27%,-30.28%,0.00,2011-04-28,2018-09-07 15:00:00,15708
2,300438,鹏辉能源,16.04,0.04,0.25,15866,25506709,4.13,16.37,15.71,16.03,16.00,0.31,0.95,0.74,14.49,2.13,4509676300,3421144174,-24.34%,-46.44%,0.12,2015-04-24,2018-09-07 15:00:00,15866
1,600550,保变电气,3.95,0.01,0.25,18732,7409559,1.02,3.98,3.94,3.94,3.94,0.00,0.65,0.12,-,4.94,7274037584,6061698008,-20.36%,-38.18%,-,2001-02-28,2018-09-07 15:00:00,18732
2,002698,博实股份,8.04,0.02,0.25,13321,10750824,1.50,8.14,8.02,8.02,8.02,0.00,0.97,0.24,33.68,2.80,5480867974,4377222325,-14.65%,-18.87%,0.00,2012-09-11,2018-09-07 15:00:00,13321
2,300045,华力创通,8.04,0.02,0.25,72290,59015769,5.49,8.37,7.93,8.10,8.02,0.12,1.65,1.97,383.44,2.83,4951332568,2947434913,-15.28%,-28.72%,0.12,2010-01-20,2018-09-07 15:00:00,72290
2,002373,千方科技,12.17,0.03,0.25,66129,80897034,3.29,12.40,12.00,12.12,12.14,-0.16,1.15,0.79,31.13,2.38,17860847584,10215521430,-2.48%,-17.21%,0.00,2010-03-18,2018-09-07 15:00:00,66129
1,600552,凯盛科技,4.09,0.01,0.25,54146,22212309,2.45,4.16,4.06,4.10,4.08,0.25,0.86,0.73,33.04,1.29,3137232867,3030256638,-20.12%,-44.65%,0.25,2002-11-08,2018-09-07 15:00:00,54146
1,600525,长园集团,8.07,0.02,0.25,375429,300125088,4.22,8.16,7.82,8.08,8.05,-0.37,1.13,2.88,4.69,1.24,10690144212,10537605078,-38.35%,-52.3%,-0.25,2002-12-02,2018-09-07 15:00:00,375429
1,600268,国电南自,4.09,0.01,0.25,13890,5696821,1.96,4.14,4.06,4.08,4.08,0.25,0.97,0.22,-,1.27,2843634709,2598158004,-8.91%,-25.23%,0.00,1999-11-18,2018-09-07 15:00:00,13890
1,600719,大连热电,4.14,0.01,0.24,5823,2413935,1.69,4.17,4.10,4.13,4.13,0.24,0.73,0.14,72.88,2.27,1675042290,1675042290,-11.54%,-34.39%,0.00,1996-07-16,2018-09-07 15:00:00,5823
2,002169,智光电气,4.25,0.01,0.24,27257,11627293,1.65,4.30,4.23,4.24,4.24,0.00,1.14,0.41,20.15,1.21,3348115974,2803731324,-11.27%,-19.66%,-,2007-09-19,2018-09-07 15:00:00,27257
1,600600,青岛啤酒,33.18,0.08,0.24,35037,115979195,2.54,33.50,32.66,32.94,33.10,0.06,1.07,0.50,17.21,2.59,44825609550,23090413991,-28.61%,-16.3%,0.03,1993-08-27,2018-09-07 15:00:00,35037
2,000900,现代投资,4.10,0.01,0.24,44691,18361409,1.47,4.14,4.08,4.09,4.09,0.24,0.69,0.29,6.28,0.70,6223096025,6218531913,-3.07%,-27.18%,0.00,1999-01-28,2018-09-07 15:00:00,44691
1,600837,海通证券,8.50,0.02,0.24,187556,159862861,1.89,8.62,8.46,8.46,8.48,0.00,0.81,0.23,16.13,0.85,97764450000,68783114112,-13.79%,-35.02%,-,1994-02-24,2018-09-07 15:00:00,187556
2,002277,友阿股份,4.21,0.01,0.24,42541,17899932,1.43,4.24,4.18,4.20,4.20,0.24,0.89,0.30,14.31,1.14,5963907946,5963907946,-14.43%,-28.89%,0.00,2009-07-17,2018-09-07 15:00:00,42541
1,600981,汇鸿集团,4.10,0.01,0.24,5724,2353657,1.71,4.15,4.08,4.14,4.09,0.24,0.97,0.24,19.78,1.52,9193975873,991603956,-14.94%,-29.07%,0.24,2004-06-30,2018-09-07 15:00:00,5724
2,300557,理工光科,25.51,0.06,0.24,1967,5037560,4.32,26.26,25.16,25.60,25.45,0.39,0.98,0.58,-,3.18,1420104468,866965827,-20.13%,-32.85%,0.00,2016-11-01,2018-09-07 15:00:00,1967
1,600767,ST运盛,4.14,0.01,0.24,7525,3121669,2.66,4.22,4.11,4.12,4.13,-0.24,0.70,0.22,-,5.61,1411782108,1411368083,-24.45%,-38.02%,-0.24,1996-11-15,2018-09-07 15:00:00,7525
1,601375,中原证券,4.12,0.01,0.24,57056,23582303,1.70,4.17,4.10,4.11,4.11,-0.24,0.86,0.32,54.69,1.59,15940570841,7427299602,-18.74%,-34.19%,0.00,2017-01-03,2018-09-07 15:00:00,57056
2,300169,天晟新材,4.19,0.01,0.24,12870,5404183,2.15,4.24,4.15,4.18,4.18,0.00,0.41,0.50,97.30,1.15,1365874403,1079037416,-19.27%,-31.2%,0.00,2011-01-25,2018-09-07 15:00:00,12870
2,300315,掌趣科技,4.20,0.01,0.24,287690,121176230,2.15,4.25,4.16,4.18,4.19,0.00,0.66,1.11,15.22,1.31,11581433080,10877436236,-3.89%,-25.27%,-0.24,2012-05-11,2018-09-07 15:00:00,287690
1,600055,万东医疗,8.34,0.02,0.24,23793,20014933,2.88,8.50,8.26,8.26,8.32,-0.24,0.90,0.49,53.00,2.43,4510407182,4043632394,-33.97%,-47.35%,0.00,1997-05-19,2018-09-07 15:00:00,23793
2,002437,誉衡药业,4.23,0.01,0.24,89317,37456484,2.13,4.24,4.15,4.20,4.22,0.48,1.15,0.41,20.58,2.14,9298060120,9166733619,-40.34%,-38.07%,-0.24,2010-06-23,2018-09-07 15:00:00,89317
2,002191,劲嘉股份,8.44,0.02,0.24,107938,91187387,2.97,8.55,8.30,8.42,8.42,-0.35,0.90,0.83,16.64,2.18,12616401557,10988913349,5.63%,-9.05%,0.00,2007-12-05,2018-09-07 15:00:00,107938
1,600710,苏美达,4.13,0.01,0.24,26165,10835156,1.70,4.18,4.11,4.13,4.12,0.24,0.55,0.41,13.14,1.30,5396875312,2644372993,-14.14%,-39.18%,0.00,1996-07-01,2018-09-07 15:00:00,26165
1,603778,乾景园林,4.33,0.01,0.23,10904,4735222,1.39,4.37,4.31,4.36,4.32,0.00,0.48,0.48,90.48,2.12,2164999962,979463705,-20.26%,-37.88%,0.00,2015-12-31,2018-09-07 15:00:00,10904
2,002365,永安药业,12.92,0.03,0.23,30754,40051283,3.26,13.22,12.80,12.86,12.89,-0.08,0.89,1.29,17.96,2.55,3807297922,3073934932,-12.76%,-62.39%,-0.08,2010-03-05,2018-09-07 15:00:00,30754
2,300018,中元股份,4.28,0.01,0.23,14821,6370196,2.58,4.34,4.23,4.25,4.27,0.00,0.65,0.43,204.64,1.42,2073482636,1480520279,-20.15%,-33.33%,0.23,2009-10-30,2018-09-07 15:00:00,14821
2,002742,三圣股份,8.57,0.02,0.23,52678,45218037,1.99,8.68,8.51,8.61,8.55,-0.12,1.52,1.96,26.18,2.52,3702239868,2301695278,-24.89%,-60.54%,0.00,2015-02-17,2018-09-07 15:00:00,52678
2,002776,柏堡龙,13.14,0.03,0.23,10980,14466490,2.14,13.37,13.09,13.30,13.11,0.08,0.38,0.53,31.33,2.15,4739431298,2702938266,-27.4%,-32.13%,0.00,2015-06-26,2018-09-07 15:00:00,10980
2,300452,山河药辅,13.33,0.03,0.23,18110,24377075,3.38,13.66,13.21,13.53,13.30,-0.22,0.93,1.68,27.70,4.07,1855535989,1433700717,-40.01%,-56.15%,-0.15,2015-05-15,2018-09-07 15:00:00,18110
1,603567,珍宝岛,12.92,0.03,0.23,4010,5180341,0.85,12.98,12.87,12.95,12.89,0.16,0.83,0.05,22.10,2.31,10971147265,10971147265,-4.58%,-9.46%,0.08,2015-04-24,2018-09-07 15:00:00,4010
1,603661,恒林股份,34.87,0.08,0.23,2265,7937295,1.81,35.38,34.75,34.81,34.79,0.17,0.91,0.91,30.84,1.62,3486999893,871749973,-20.71%,-49.12%,-0.09,2017-11-21,2018-09-07 15:00:00,2265
1,603378,亚士创能,12.93,0.03,0.23,6617,8532774,2.02,13.00,12.74,12.92,12.90,0.00,1.01,1.35,65.32,2.04,2518764059,633570015,-15.27%,-44.1%,0.15,2017-09-28,2018-09-07 15:00:00,6617
2,300720,海川智能,26.32,0.06,0.23,12521,33005434,3.01,26.79,26.00,26.33,26.26,-0.04,0.87,6.96,60.83,4.48,1895039978,473759995,-22.79%,-17.44%,0.04,2017-11-06,2018-09-07 15:00:00,12521
1,600082,海泰发展,4.32,0.01,0.23,10584,4578790,1.39,4.36,4.30,4.30,4.31,-0.23,1.05,0.17,149.54,1.66,2791220479,2738241647,-14.12%,-28.24%,0.00,1997-06-20,2018-09-07 15:00:00,10584
1,603979,金诚信,8.76,0.02,0.23,24222,21254248,2.06,8.85,8.67,8.75,8.74,-0.11,0.96,0.41,15.73,1.29,5124600134,5124600134,-7.01%,-14.95%,-0.11,2015-06-30,2018-09-07 15:00:00,24222
2,002820,桂发祥,13.21,0.03,0.23,10634,14117351,2.50,13.43,13.10,13.18,13.18,-0.08,0.73,0.88,29.67,2.59,2705408008,1594934031,-15.91%,-48.74%,-0.08,2016-11-18,2018-09-07 15:00:00,10634
2,300014,亿纬锂能,13.33,0.03,0.23,51551,68993006,2.11,13.52,13.24,13.30,13.30,0.00,0.91,0.63,35.91,3.58,11403542563,10920731685,-24.18%,-32.3%,0.00,2009-10-30,2018-09-07 15:00:00,51551
2,002703,浙江世宝,4.44,0.01,0.23,17122,7644232,2.71,4.52,4.40,4.47,4.43,-0.22,0.78,0.38,-,2.39,3506022233,1996663266,-10.84%,-47.02%,-0.22,2012-11-02,2018-09-07 15:00:00,17122
1,600256,广汇能源,4.41,0.01,0.23,519087,229538113,1.82,4.46,4.38,4.39,4.40,0.23,0.95,0.77,17.13,2.06,29710624393,29710624790,11.65%,-15.03%,0.00,2000-05-26,2018-09-07 15:00:00,519087
2,002782,可立克,13.19,0.03,0.23,29737,39356995,2.96,13.41,13.02,13.16,13.16,0.15,0.91,2.79,52.42,7.02,5618939821,1404734955,-21.49%,-7.05%,0.08,2015-12-22,2018-09-07 15:00:00,29737
1,600689,上海三毛,8.71,0.02,0.23,21296,18572352,3.22,8.84,8.56,8.66,8.69,0.11,0.90,1.40,543.14,3.83,1750634605,1325698091,-13.25%,-24.46%,0.11,1993-11-08,2018-09-07 15:00:00,21296
2,002124,天邦股份,4.44,0.01,0.23,58731,26113662,3.39,4.51,4.36,4.40,4.43,0.23,0.62,0.74,31.95,1.70,5148748821,3515967776,-8.64%,-47.46%,0.00,2007-04-03,2018-09-07 15:00:00,58731
2,001696,宗申动力,4.63,0.01,0.22,20266,9382610,1.73,4.67,4.59,4.62,4.62,0.22,0.57,0.23,15.67,1.36,5301474771,4126204024,-10.27%,-26.97%,0.00,1997-03-06,2018-09-07 15:00:00,20266
2,300100,双林股份,9.30,0.02,0.22,13513,12599473,2.69,9.45,9.20,9.29,9.28,-0.11,0.93,0.35,23.76,0.99,4331177517,3593359816,-18.92%,-39.61%,0.00,2010-08-06,2018-09-07 15:00:00,13513
2,002751,易尚展示,26.90,0.06,0.22,4474,12067239,1.94,27.22,26.70,26.99,26.84,0.19,0.47,0.50,97.56,4.42,4158756431,2398941966,-26.1%,-30.4%,0.19,2015-04-24,2018-09-07 15:00:00,4474
2,000421,南京公用,4.57,0.01,0.22,15563,7100663,1.97,4.61,4.52,4.56,4.56,0.66,1.06,0.27,15.05,1.05,2616996587,2616996559,-9.5%,-27.11%,0.00,1996-08-06,2018-09-07 15:00:00,15563
2,000837,秦川机床,4.56,0.01,0.22,18204,8294838,1.98,4.60,4.51,4.53,4.55,0.00,0.87,0.31,405.26,1.12,3161771310,2656731115,-9.88%,-26.45%,0.00,1998-09-28,2018-09-07 15:00:00,18204
2,300221,银禧科技,8.91,0.02,0.22,12651,11281747,2.02,9.00,8.82,8.85,8.89,0.22,0.74,0.30,54.60,2.03,4495702612,3772248875,-20.52%,-41.57%,0.34,2011-05-25,2018-09-07 15:00:00,12651
1,601777,力帆股份,4.61,0.01,0.22,27085,12552813,1.74,4.67,4.59,4.60,4.60,0.00,0.99,0.22,24.18,0.81,6024529712,5700880028,-18.55%,-37.11%,0.22,2010-11-25,2018-09-07 15:00:00,27085
2,300183,东软载波,13.76,0.03,0.22,15952,22009229,2.55,13.96,13.61,13.75,13.73,0.07,0.81,0.61,37.12,2.44,6471463740,3625879869,-8.27%,-28.78%,0.07,2011-02-22,2018-09-07 15:00:00,15952
1,600605,汇通能源,8.95,0.02,0.22,7179,6471275,2.35,9.14,8.93,8.98,8.93,-0.22,0.74,0.49,33.62,1.93,1318734070,1318734070,-11.56%,-34.14%,-,1992-03-27,2018-09-07 15:00:00,7179
2,300654,世纪天鸿,13.93,0.03,0.22,6470,9032154,2.52,14.15,13.80,13.92,13.90,0.36,0.90,1.85,134.17,4.61,1950548293,487898261,-50.39%,-52.49%,0.22,2017-09-26,2018-09-07 15:00:00,6470
1,600179,安通控股,9.07,0.02,0.22,45995,41620373,2.32,9.12,8.91,9.00,9.05,1.34,0.78,0.68,19.94,4.17,13486907375,6109909370,-9.48%,-63.09%,1.57,1998-11-04,2018-09-07 15:00:00,45995
2,300214,日科化学,4.56,0.01,0.22,17157,7866927,2.42,4.64,4.53,4.54,4.55,-0.22,0.76,0.56,16.66,1.23,1941705495,1409377276,-7.13%,-10.24%,-0.44,2011-05-11,2018-09-07 15:00:00,17157
1,600143,金发科技,4.51,0.01,0.22,51669,23365875,3.11,4.58,4.44,4.51,4.50,0.22,0.84,0.20,17.47,1.23,12252700007,11545600586,-17.55%,-32.18%,-0.22,2004-06-23,2018-09-07 15:00:00,51669
1,600869,智慧能源,4.52,0.01,0.22,33526,15086943,1.33,4.53,4.47,4.49,4.51,0.44,0.94,0.15,22.60,1.85,10031474370,9845426858,-10.5%,-21.66%,0.00,1995-02-06,2018-09-07 15:00:00,33526
1,600959,江苏有线,4.62,0.01,0.22,77879,35937556,2.17,4.66,4.56,4.64,4.61,0.22,1.22,0.20,26.16,1.31,17946527227,17946527194,-17.2%,-44.14%,0.22,2015-04-28,2018-09-07 15:00:00,77879
2,300041,回天新材,9.31,0.02,0.22,19178,17709140,3.01,9.39,9.11,9.28,9.29,0.65,0.84,0.73,21.68,2.26,3963382734,2449973365,-2.92%,-8.19%,0.00,2010-01-08,2018-09-07 15:00:00,19178
1,600677,航天通信,9.22,0.02,0.22,249897,230887724,4.13,9.43,9.05,9.14,9.20,0.22,0.97,6.00,28.70,1.47,4810919613,3839467009,15.11%,-17.68%,0.11,1993-09-28,2018-09-07 15:00:00,249897
